datapoint,cardinal,date,other,relevance,resultIndex,url
"Meanwhile, the anomalistic month is decreasing by about 0.8 s per millennium.",about 0.8 s per millennium,the anomalistic month,,0.768396311200,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
The series went on to produce 45 more annular eclipses before ending in the year -1675 after 7 partial eclipses.,45,the year -1675 after 7,,0.764479553159,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
The series went on to produce 45 more annular eclipses before ending in the year -1675 after 7 partial eclipses.,45,the year -1675 after 7,,0.764478856077,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"At present (2008), there are 39 active Saros series numbered 117 to 155.","39, 117, 155",2008,ORG/Saros,0.759117795018,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"At present (2008), there are 39 active Saros series numbered 117 to 155.","39, 117, 155",2008,ORG/Saros,0.759060787141,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
Approximately 10 more eclipses will be partial with successively smaller magnitudes.,Approximately 10,,,0.758826160700,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
Approximately 10 more eclipses will be partial with successively smaller magnitudes.,Approximately 10,,,0.758826160700,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"The eccentricity of Earth's orbit is presently 0.0167, and is slowly decreasing.",0.0167,,LOC/Earth,0.755942928416,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"The eccentricity of Earth's orbit is presently 0.0167, and is slowly decreasing.",0.0167,,LOC/Earth,0.755905330724,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"Some series have two separate reversals in gamma (e.g., series 15, 34, and 52) or even three (e.g., series -5 and 13).","two, 15, 52, three, 13",34,,0.753642981434,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"Some series have two separate reversals in gamma (e.g., series 15, 34, and 52) or even three (e.g., series -5 and 13).","two, 15, 52, three, 13",34,,0.753642981434,2,https://eclipse.gsfc.nasa.gov/SEsaros/SEperiodicity.html
"This is because the saros cycle is actually 6,585.32 days long — that extra 0.32 of a day means that the earth sneaks in an extra ⅓ of a spin on its axis.",0.32,"6,585.32 days",,0.836862797084,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"This is because the saros cycle is actually 6,585.32 days long — that extra 0.32 of a day means that the earth sneaks in an extra ⅓ of a spin on its axis.",0.32,"6,585.32 days",,0.836883828087,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"The figure of 6,585.32 days is equivalent to 223 synodic months of 29.5306 days each.",223,"6,585.32 days, months of 29.5306 days",,0.819204311900,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"The figure of 6,585.32 days is equivalent to 223 synodic months of 29.5306 days each.",223,"6,585.32 days, months of 29.5306 days",,0.819175029548,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"In chapter 17 of Totality: Eclipses of the Sun (Oxford University Press, 2011), Mark Littmann, Fred Espenak and Ken Willcox trace the history of the saros 136 cycle of eclipses, which includes the famous Einstein eclipse of 1919.",136,"2011, 1919","LAW/chapter 17, ORG/Sun, ORG/Oxford University Press, PERSON/Mark Littmann, PERSON/Fred Espenak, PERSON/Ken Willcox, PERSON/Einstein",0.816006213246,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"In chapter 17 of Totality: Eclipses of the Sun (Oxford University Press, 2011), Mark Littmann, Fred Espenak and Ken Willcox trace the history of the saros 136 cycle of eclipses, which includes the famous Einstein eclipse of 1919.",136,"2011, 1919","LAW/chapter 17, ORG/Sun, ORG/Oxford University Press, PERSON/Mark Littmann, PERSON/Fred Espenak, PERSON/Ken Willcox, PERSON/Einstein",0.815897534611,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"Sum 239 anomalistic months and the total comes to 6,585.54 days — just a few hours longer than 223 synodic months, and a few hours shorter than 19 eclipse years.","239, 223","months, 6,585.54 days, months, 19 eclipse years","TIME/just a few hours, TIME/a few hours",0.814642408295,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"Sum 239 anomalistic months and the total comes to 6,585.54 days — just a few hours longer than 223 synodic months, and a few hours shorter than 19 eclipse years.","239, 223","months, 6,585.54 days, months, 19 eclipse years","TIME/just a few hours, TIME/a few hours",0.814602158955,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"Nineteen eclipse years is equivalent to 6,585.78 days, which is almost — but not quite — a perfect match with 223 synodic months.",223,"Nineteen eclipse years, 6,585.78 days, months",,0.814008619623,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"Nineteen eclipse years is equivalent to 6,585.78 days, which is almost — but not quite — a perfect match with 223 synodic months.",223,"Nineteen eclipse years, 6,585.78 days, months",,0.813953043318,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"In the giant impact model, the Moon forms about 15,000 miles away from Earth and then slowly expands outward to its present position (roughly 3-60 earth radii change in distance).",roughly 3-60,,"PERSON/Moon, LOC/Earth",0.767449822571,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"In the giant impact model, the Moon forms about 15,000 miles away from Earth and then slowly expands outward to its present position (roughly 3-60 earth radii change in distance).",roughly 3-60,,"PERSON/Moon, LOC/Earth",0.767346943208,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"If any folks have encountered flat earth (FE) astronomy on the Internet today (livescience and phys.org recently reported some info on the topic), flat earth astronomy teaches the Sun is 3,000 miles away (FES Sun wiki) and the Moon is 3,409 miles away (SmokeScreen Design wiki using parallax and non-spherical earth trigonometry with their baseline).",,today,"LOC/Sun, ORG/FES Sun, ORG/SmokeScreen Design",0.763514729982,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"If any folks have encountered flat earth (FE) astronomy on the Internet today (livescience and phys.org recently reported some info on the topic), flat earth astronomy teaches the Sun is 3,000 miles away (FES Sun wiki) and the Moon is 3,409 miles away (SmokeScreen Design wiki using parallax and non-spherical earth trigonometry with their baseline).",,today,"LOC/Sun, ORG/FES Sun, ORG/SmokeScreen Design",0.763463352908,3,https://skyandtelescope.org/observing/saros-cycle-solar-eclipse-lunar-eclipse/
"Recent Examples on the WebWith a 780-day synodic period, 21 periods match exactly to 16,380, or 20 cycles of 819.—Tim Newcomb, Popular Mechanics, 21 Apr. 2023 Mercury was always the starting point for the tricky timeline because its synodic period—117 days—matches nicely into 819.—Tim Newcomb, Popular Mechanics, 21 Apr. 2023 These rotations are called the synodic cycles of the planets—their cycles relative to the sun.—Tony Freeth, Scientific American, 15 Dec. 2021","21, 16,380, 20, 819.—Tim, 21, 819.—Tim, 21","780-day, period—117 days, 2023, Freeth, 15 Dec. 2021","ORG/WebWith, PERSON/Newcomb, ORG/Popular Mechanics, ORG/Mercury, PERSON/Newcomb, ORG/Popular Mechanics, NORP/Scientific American",0.815783203408,8,https://www.merriam-webster.com/dictionary/synodic
"Recent Examples on the WebWith a 780-day synodic period, 21 periods match exactly to 16,380, or 20 cycles of 819.—Tim Newcomb, Popular Mechanics, 21 Apr. 2023 Mercury was always the starting point for the tricky timeline because its synodic period—117 days—matches nicely into 819.—Tim Newcomb, Popular Mechanics, 21 Apr. 2023 These rotations are called the synodic cycles of the planets—their cycles relative to the sun.—Tony Freeth, Scientific American, 15 Dec. 2021","21, 16,380, 20, 819.—Tim, 21, 819.—Tim, 21","780-day, period—117 days, 2023, Freeth, 15 Dec. 2021","ORG/WebWith, PERSON/Newcomb, ORG/Popular Mechanics, ORG/Mercury, PERSON/Newcomb, ORG/Popular Mechanics, NORP/Scientific American",0.815735059161,8,https://www.merriam-webster.com/dictionary/synodic
"Metonic cycle, in chronology, a period of 19 years in which there are 235 lunations, or synodic months, after which the Moon’s phases recur on the same days of the solar year, or year of the seasons.",235,"a period of, 19 years, months, the same days, year of the seasons",PERSON/Moon,0.864541605858,11,https://www.britannica.com/science/Metonic-cycle
"Metonic cycle, in chronology, a period of 19 years in which there are 235 lunations, or synodic months, after which the Moon’s phases recur on the same days of the solar year, or year of the seasons.",235,"a period of, 19 years, months, the same days, year of the seasons",PERSON/Moon,0.864541605858,11,https://www.britannica.com/science/Metonic-cycle
"The cycle was discovered by Meton (fl. 432 bc), an Athenian astronomer.",432,,"ORG/Meton, NORP/Athenian",0.810978179830,11,https://www.britannica.com/science/Metonic-cycle
"The cycle was discovered by Meton (fl. 432 bc), an Athenian astronomer.",432,,"ORG/Meton, NORP/Athenian",0.810978179830,11,https://www.britannica.com/science/Metonic-cycle
"Computation from modern data shows that 235 lunations are 6,939 days, 16.5 hours; and 19 solar years, 6,939 days, 14.5 hours.",235,"6,939 days, 19 solar years, 6,939 days","TIME/16.5 hours, TIME/14.5 hours",0.799219407754,11,https://www.britannica.com/science/Metonic-cycle
"Computation from modern data shows that 235 lunations are 6,939 days, 16.5 hours; and 19 solar years, 6,939 days, 14.5 hours.",235,"6,939 days, 19 solar years, 6,939 days","TIME/16.5 hours, TIME/14.5 hours",0.799219407754,11,https://www.britannica.com/science/Metonic-cycle
The Saros cycle is a successful eclipse series as its period of 223 synodic months not only closely approximates 242 draconic months but also because the number of anomalistic returns of the Sun (18.029) and the Moon (238.992) are nearly whole numbers.,"223, 242, 18.029, 238.992","months, draconic months","PRODUCT/Saros, LOC/Sun",0.883135467615,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
The Saros cycle is a successful eclipse series as its period of 223 synodic months not only closely approximates 242 draconic months but also because the number of anomalistic returns of the Sun (18.029) and the Moon (238.992) are nearly whole numbers.,"223, 242, 18.029, 238.992","months, draconic months","PRODUCT/Saros, LOC/Sun",0.883135467615,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"However, the length distribution of lunar Saros series is strongly skewed to short values resulting in a most likely lunar Saros length of about 1280 years with 72 members of which the number of total eclipses ranges from 40 to 58.","72, 40",about 1280 years,"PERSON/lunar Saros, PRODUCT/Saros",0.854301603622,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"However, the length distribution of lunar Saros series is strongly skewed to short values resulting in a most likely lunar Saros length of about 1280 years with 72 members of which the number of total eclipses ranges from 40 to 58.","72, 40",about 1280 years,"PERSON/lunar Saros, PRODUCT/Saros",0.854301603622,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"Of the current Lunar Saros series, numbers 2, 14, 26, 38, 49, 61, 73, 85, 96, 108, 120, 132, 143, 155, 167, 178, 179, 190, 202 and 214 take place at the ascending node of the lunar orbit: they start with a penumbral eclipse at the southern limb of the lunar disk and slowly progress northwards, ending with a penumbral eclipse at the northern limb of the lunar disk.","2, 108, 120, 132, 143, 155, 167, 178, 179, 190, 202, 214","14, 26, 38, 49, 61, 73, 85, 96",PERSON/Lunar Saros,0.848835037784,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"Of the current Lunar Saros series, numbers 2, 14, 26, 38, 49, 61, 73, 85, 96, 108, 120, 132, 143, 155, 167, 178, 179, 190, 202 and 214 take place at the ascending node of the lunar orbit: they start with a penumbral eclipse at the southern limb of the lunar disk and slowly progress northwards, ending with a penumbral eclipse at the northern limb of the lunar disk.","2, 108, 120, 132, 143, 155, 167, 178, 179, 190, 202, 214","14, 26, 38, 49, 61, 73, 85, 96",PERSON/Lunar Saros,0.848835037784,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"As the Octon (a fifth part of the Metonic Cycle), the Metonic Cycle can be used for predicting short series of lunar or solar eclipses with only 4 or 5 members which nearly fall on the same calendar day.","4, 5",the same calendar day,"PERSON/Octon, ORDINAL/fifth, ORG/the Metonic Cycle, ORG/the Metonic Cycle",0.848802593232,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"As the Octon (a fifth part of the Metonic Cycle), the Metonic Cycle can be used for predicting short series of lunar or solar eclipses with only 4 or 5 members which nearly fall on the same calendar day.","4, 5",the same calendar day,"PERSON/Octon, ORDINAL/fifth, ORG/the Metonic Cycle, ORG/the Metonic Cycle",0.848802593232,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"Of the current Lunar Saros series, numbers 8, 20, 32, 43, 44, 55, 67, 79, 90, 91, 102, 114, 126, 137, 149, 161, 173, 184, 196, 208 and 220 take place at the descending node of the lunar orbit: they start with a penumbral eclipse at the northern limb of the lunar disk and slowly progress southwards, ending with a penumbral eclipse at the southern limb of the lunar disk.","8, 102, 114, 126, 137, 161, 173, 184, 196, 208, 220","20, 32, 43, 44, 55, 67, 79, 90, 91, 149",PERSON/Lunar Saros,0.846155591528,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
"Of the current Lunar Saros series, numbers 8, 20, 32, 43, 44, 55, 67, 79, 90, 91, 102, 114, 126, 137, 149, 161, 173, 184, 196, 208 and 220 take place at the descending node of the lunar orbit: they start with a penumbral eclipse at the northern limb of the lunar disk and slowly progress southwards, ending with a penumbral eclipse at the southern limb of the lunar disk.","8, 102, 114, 126, 137, 161, 173, 184, 196, 208, 220","20, 32, 43, 44, 55, 67, 79, 90, 91, 149",PERSON/Lunar Saros,0.846155591528,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
Of the complete lunar Saros series contained in the catalogue of Bao-Lin Liu & Fiala (1992) the shortest lasted 1262 years (with 71 members) while the longest lasted nearly 1551 years (with 87 members).,"71, 87","1992, 1262 years, nearly 1551 years","PRODUCT/Saros, ORG/Bao-Lin Liu & Fiala",0.826430350912,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
Of the complete lunar Saros series contained in the catalogue of Bao-Lin Liu & Fiala (1992) the shortest lasted 1262 years (with 71 members) while the longest lasted nearly 1551 years (with 87 members).,"71, 87","1992, 1262 years, nearly 1551 years","PRODUCT/Saros, ORG/Bao-Lin Liu & Fiala",0.826430350912,12,https://webspace.science.uu.nl/~gent0113/eclipse/eclipsecycles_cycles.htm
